,afam_pop,state_x,county_x,tract_x,tract_id,total_pop,state_y,county_y,tract_y,percent
2517,556,26,125,150800,125150800,4523,26,125,150800,0.12
2518,213,26,125,152600,125152600,3870,26,125,152600,0.06
2519,63,26,125,153200,125153200,1985,26,125,153200,0.03
2520,98,26,125,154100,125154100,2939,26,125,154100,0.03
2521,240,26,125,154600,125154600,2908,26,125,154600,0.08
2522,108,26,125,156300,125156300,4107,26,125,156300,0.03
2523,315,26,125,140100,125140100,1224,26,125,140100,0.26
2524,894,26,125,136500,125136500,5722,26,125,136500,0.16
2525,79,26,125,137400,125137400,6434,26,125,137400,0.01
2526,9,26,109,960200,109960200,3961,26,109,960200,0.0
2527,16,26,109,960600,109960600,3894,26,109,960600,0.0
2528,0,26,109,960500,109960500,3011,26,109,960500,0.0
2529,22,26,109,960700,109960700,3148,26,109,960700,0.01
2530,9,26,109,960300,109960300,2268,26,109,960300,0.0
2531,7,26,109,960100,109960100,3497,26,109,960100,0.0
2532,2,26,109,960400,109960400,3455,26,109,960400,0.0
2533,6,26,113,960100,113960100,4110,26,113,960100,0.0
2534,4,26,113,960400,113960400,2882,26,113,960400,0.0
2535,32,26,113,960200,113960200,3155,26,113,960200,0.01
2536,26,26,113,960300,113960300,4859,26,113,960300,0.01
2537,2044,26,121,001300,121001300,2365,26,121,001300,0.86
2538,12,26,121,003200,121003200,5382,26,121,003200,0.0
2539,302,26,121,003400,121003400,4057,26,121,003400,0.07
2540,73,26,121,003500,121003500,4172,26,121,003500,0.02
2541,108,26,121,003600,121003600,6613,26,121,003600,0.02
2542,1704,26,121,000500,121000500,4747,26,121,000500,0.36
2543,526,26,121,000601,121000601,1557,26,121,000601,0.34
2544,49,26,121,001500,121001500,3789,26,121,001500,0.01
2545,20,26,121,003800,121003800,3449,26,121,003800,0.01
2546,51,26,121,004000,121004000,2139,26,121,004000,0.02
2547,0,26,121,001000,121001000,1171,26,121,001000,0.0
2548,0,26,109,990000,109990000,0,26,109,990000,0.0
2549,0,26,115,990000,115990000,0,26,115,990000,0.0
2550,1102,26,117,971000,117971000,6786,26,117,971000,0.16
2551,0,26,117,971100,117971100,4901,26,117,971100,0.0
2552,40,26,023,951200,023951200,4371,26,023,951200,0.01
2553,1,26,023,950200,023950200,3723,26,023,950200,0.0
2554,10,26,023,950800,023950800,4472,26,023,950800,0.0
2555,3,26,023,950300,023950300,3693,26,023,950300,0.0
2556,164,26,075,000100,075000100,2722,26,075,000100,0.06
2557,386,26,075,000800,075000800,4519,26,075,000800,0.09
2558,311,26,075,001200,075001200,2319,26,075,001200,0.13
2559,248,26,075,000600,075000600,983,26,075,000600,0.25
2560,880,26,075,001000,075001000,2521,26,075,001000,0.35
2561,0,26,155,031900,155031900,3707,26,155,031900,0.0
2562,61,26,017,280600,017280600,2737,26,017,280600,0.02
2563,36,26,017,281300,017281300,2907,26,017,281300,0.01
2564,1,26,017,285700,017285700,3737,26,017,285700,0.0
2565,0,26,017,286400,017286400,2465,26,017,286400,0.0
2566,34,26,017,280300,017280300,1305,26,017,280300,0.03
2567,73,26,017,285400,017285400,3515,26,017,285400,0.02
2568,46,26,017,286300,017286300,3637,26,017,286300,0.01
2569,25,26,017,280800,017280800,3552,26,017,280800,0.01
2570,51,26,017,286000,017286000,2850,26,017,286000,0.02
2571,0,26,017,286200,017286200,5135,26,017,286200,0.0
2572,165,26,017,280700,017280700,3216,26,017,280700,0.05
2573,116,26,017,285800,017285800,6257,26,017,285800,0.02
2574,96,26,017,285900,017285900,5058,26,017,285900,0.02
2575,87,26,017,285100,017285100,3357,26,017,285100,0.03
2576,32,26,017,285300,017285300,4485,26,017,285300,0.01
2577,0,26,017,285500,017285500,6800,26,017,285500,0.0
2578,138,26,017,280400,017280400,2736,26,017,280400,0.05
2579,0,26,017,285600,017285600,7024,26,017,285600,0.0
2580,186,26,017,280900,017280900,2898,26,017,280900,0.06
2581,0,26,017,286100,017286100,7542,26,017,286100,0.0
2582,37,26,017,280500,017280500,3283,26,017,280500,0.01
2583,119,26,017,281000,017281000,3962,26,017,281000,0.03
2584,360,26,045,020101,045020101,2926,26,045,020101,0.12
2585,120,26,045,020302,045020302,6302,26,045,020302,0.02
2586,20,26,045,020402,045020402,2895,26,045,020402,0.01
2587,560,26,045,020201,045020201,2752,26,045,020201,0.2
2588,2,26,045,020700,045020700,4000,26,045,020700,0.0
2589,12,26,045,020800,045020800,5152,26,045,020800,0.0
2590,157,26,045,021100,045021100,5626,26,045,021100,0.03
2591,714,26,045,020103,045020103,4337,26,045,020103,0.16
2592,619,26,045,020104,045020104,3926,26,045,020104,0.16
2593,748,26,045,020102,045020102,3244,26,045,020102,0.23
2594,2180,26,045,020202,045020202,4975,26,045,020202,0.44
2595,1,26,045,020500,045020500,3520,26,045,020500,0.0
2596,0,26,041,970200,041970200,2250,26,041,970200,0.0
2597,2,26,041,970700,041970700,3660,26,041,970700,0.0
2598,1858,26,163,541200,163541200,2007,26,163,541200,0.93
2599,55,26,149,040800,149040800,3434,26,149,040800,0.02
2600,50,26,149,041200,149041200,2913,26,149,041200,0.02
2601,416,26,125,181400,125181400,3221,26,125,181400,0.13
2602,0,26,125,183100,125183100,4438,26,125,183100,0.0
2603,163,26,125,183200,125183200,3412,26,125,183200,0.05
2604,347,26,125,183500,125183500,2434,26,125,183500,0.14
2605,258,26,125,183600,125183600,4253,26,125,183600,0.06
2606,81,26,125,183700,125183700,5702,26,125,183700,0.01
2607,70,26,125,183900,125183900,2585,26,125,183900,0.03
2608,228,26,125,190700,125190700,5275,26,125,190700,0.04
2609,159,26,125,191300,125191300,4149,26,125,191300,0.04
2610,442,26,125,193300,125193300,4743,26,125,193300,0.09
2611,353,26,125,196100,125196100,6236,26,125,196100,0.06
2612,68,26,125,196200,125196200,4108,26,125,196200,0.02
2613,79,26,125,196800,125196800,4494,26,125,196800,0.02
2614,83,26,125,197900,125197900,3488,26,125,197900,0.02
2615,2186,26,125,141600,125141600,4435,26,125,141600,0.49
2616,2088,26,125,142300,125142300,2308,26,125,142300,0.9
2617,1404,26,125,142500,125142500,2027,26,125,142500,0.69
2618,2697,26,125,142700,125142700,3474,26,125,142700,0.78
2619,115,26,125,144600,125144600,3828,26,125,144600,0.03
2620,443,26,125,145600,125145600,4946,26,125,145600,0.09
2621,12,26,117,971200,117971200,5971,26,117,971200,0.0
2622,73,26,117,971300,117971300,4912,26,117,971300,0.01
2623,14,26,119,910100,119910100,2270,26,119,910100,0.01
2624,14,26,119,910200,119910200,1478,26,119,910200,0.01
2625,4,26,119,910300,119910300,1793,26,119,910300,0.0
2626,0,26,119,910400,119910400,2370,26,119,910400,0.0
2627,0,26,119,910500,119910500,1350,26,119,910500,0.0
2628,1553,26,121,000401,121000401,4887,26,121,000401,0.32
2629,106,26,075,006402,075006402,6973,26,075,006402,0.02
2630,150,26,075,006500,075006500,6678,26,075,006500,0.02
2631,13,26,075,006600,075006600,4883,26,075,006600,0.0
2632,13,26,075,006801,075006801,3181,26,075,006801,0.0
2633,23,26,075,006401,075006401,3037,26,075,006401,0.01
2634,25,26,075,006000,075006000,6896,26,075,006000,0.0
2635,315,26,075,000400,075000400,4090,26,075,000400,0.08
2636,123,26,075,006200,075006200,6749,26,075,006200,0.02
2637,2087,26,163,543100,163543100,2490,26,163,543100,0.84
2638,2439,26,163,543700,163543700,2635,26,163,543700,0.93
2639,3139,26,163,546100,163546100,3600,26,163,546100,0.87
2640,313,26,163,550100,163550100,3858,26,163,550100,0.08
2641,41,26,163,550800,163550800,1551,26,163,550800,0.03
2642,22,26,163,551100,163551100,4798,26,163,551100,0.0
2643,944,26,163,554500,163554500,2747,26,163,554500,0.34
2644,886,26,163,555600,163555600,2727,26,163,555600,0.32
2645,176,26,163,559000,163559000,2681,26,163,559000,0.07
2646,24,26,163,562900,163562900,3338,26,163,562900,0.01
2647,61,26,163,563600,163563600,2007,26,163,563600,0.03
2648,499,26,163,564100,163564100,4353,26,163,564100,0.11
2649,176,26,163,569800,163569800,2408,26,163,569800,0.07
2650,229,26,163,565900,163565900,2672,26,163,565900,0.09
2651,773,26,163,568300,163568300,4108,26,163,568300,0.19
2652,1006,26,163,568700,163568700,3363,26,163,568700,0.3
2653,2257,26,163,570500,163570500,3231,26,163,570500,0.7
2654,40,26,163,572000,163572000,1852,26,163,572000,0.02
2655,191,26,163,573400,163573400,3657,26,163,573400,0.05
2656,66,26,163,577500,163577500,3117,26,163,577500,0.02
2657,178,26,163,583500,163583500,2598,26,163,583500,0.07
2658,138,26,163,585500,163585500,1923,26,163,585500,0.07
2659,2144,26,163,585800,163585800,4302,26,163,585800,0.5
2660,2021,26,163,588000,163588000,5938,26,163,588000,0.34
2661,59,26,163,590600,163590600,2360,26,163,590600,0.03
2662,0,26,139,020503,139020503,3767,26,139,020503,0.0
2663,20,26,139,020504,139020504,2889,26,139,020504,0.01
2664,0,26,131,990100,131990100,0,26,131,990100,0.0
2665,2,26,135,970202,135970202,1736,26,135,970202,0.0
2666,0,26,139,021201,139021201,5211,26,139,021201,0.0
2667,36,26,139,021202,139021202,7189,26,139,021202,0.01
2668,3,26,139,021301,139021301,3325,26,139,021301,0.0
2669,16,26,139,021303,139021303,2857,26,139,021303,0.01
2670,0,26,139,021304,139021304,5435,26,139,021304,0.0
2671,22,26,139,021605,139021605,4145,26,139,021605,0.01
2672,60,26,139,021606,139021606,5381,26,139,021606,0.01
2673,11,26,139,021801,139021801,4716,26,139,021801,0.0
2674,85,26,139,021802,139021802,4594,26,139,021802,0.02
2675,40,26,139,021901,139021901,4866,26,139,021901,0.01
2676,69,26,139,021902,139021902,7842,26,139,021902,0.01
2677,55,26,139,022001,139022001,5421,26,139,022001,0.01
2678,0,26,139,022002,139022002,4279,26,139,022002,0.0
2679,0,26,139,022103,139022103,1486,26,139,022103,0.0
2680,18,26,139,022105,139022105,6024,26,139,022105,0.0
2681,26,26,075,005100,075005100,4556,26,075,005100,0.01
2682,47,26,075,006100,075006100,6380,26,075,006100,0.01
2683,1336,26,163,533000,163533000,1575,26,163,533000,0.85
2684,73,26,163,593200,163593200,3723,26,163,593200,0.02
2685,16,26,163,598000,163598000,3202,26,163,598000,0.0
2686,2572,26,163,542400,163542400,2709,26,163,542400,0.95
2687,3153,26,163,543400,163543400,3549,26,163,543400,0.89
2688,885,26,163,543600,163543600,1033,26,163,543600,0.86
2689,765,26,163,545100,163545100,824,26,163,545100,0.93
2690,2880,26,163,500100,163500100,3062,26,163,500100,0.94
2691,3287,26,163,500900,163500900,3444,26,163,500900,0.95
2692,3327,26,163,501000,163501000,3392,26,163,501000,0.98
2693,3334,26,163,501800,163501800,4688,26,163,501800,0.71
2694,2603,26,163,503500,163503500,2745,26,163,503500,0.95
2695,1490,26,163,504700,163504700,1599,26,163,504700,0.93
2696,2100,26,163,506500,163506500,2128,26,163,506500,0.99
2697,457,26,163,507800,163507800,464,26,163,507800,0.98
2698,1755,26,049,003400,049003400,2296,26,049,003400,0.76
2699,0,26,049,010112,049010112,2398,26,049,010112,0.0
2700,112,26,049,010113,049010113,2345,26,049,010113,0.05
2701,3,26,049,010115,049010115,959,26,049,010115,0.0
2702,3,26,049,010202,049010202,1614,26,049,010202,0.0
2703,105,26,049,010700,049010700,4984,26,049,010700,0.02
2704,1877,26,049,010811,049010811,2507,26,049,010811,0.75
2705,1539,26,049,010812,049010812,3192,26,049,010812,0.48
2706,41,26,049,011901,049011901,2458,26,049,011901,0.02
2707,953,26,049,011301,049011301,5164,26,049,011301,0.18
2708,21,26,049,011302,049011302,3467,26,049,011302,0.01
2709,33,26,041,971000,041971000,2594,26,041,971000,0.01
2710,1,26,041,970100,041970100,1653,26,041,970100,0.0
2711,1411,26,163,546300,163546300,1983,26,163,546300,0.71
2712,1417,26,163,551500,163551500,2364,26,163,551500,0.6
2713,929,26,075,000200,075000200,3149,26,075,000200,0.3
2714,426,26,075,005200,075005200,6657,26,075,005200,0.06
2715,739,26,075,005900,075005900,4072,26,075,005900,0.18
2716,439,26,075,005500,075005500,4693,26,075,005500,0.09
2717,153,26,075,000500,075000500,1617,26,075,000500,0.09
2718,26,26,097,950300,097950300,1792,26,097,950300,0.01
2719,43,26,097,950500,097950500,2307,26,097,950500,0.02
2720,41,26,097,950200,097950200,2393,26,097,950200,0.02
2721,190,26,097,950400,097950400,2883,26,097,950400,0.07
2722,0,26,097,950100,097950100,1442,26,097,950100,0.0
2723,5,26,115,832600,115832600,2068,26,115,832600,0.0
2724,78,26,115,830100,115830100,3447,26,115,830100,0.02
2725,42,26,115,830200,115830200,5844,26,115,830200,0.01
2726,11,26,115,830400,115830400,4027,26,115,830400,0.0
2727,95,26,115,831500,115831500,3224,26,115,831500,0.03
2728,197,26,115,831800,115831800,1436,26,115,831800,0.14
2729,54,26,115,831300,115831300,4887,26,115,831300,0.01
2730,848,26,115,831400,115831400,6930,26,115,831400,0.12
2731,1,26,115,832800,115832800,4840,26,115,832800,0.0
2732,21,26,115,831100,115831100,2586,26,115,831100,0.01
2733,361,26,115,831200,115831200,6925,26,115,831200,0.05
2734,7,26,115,832300,115832300,4482,26,115,832300,0.0
2735,91,26,115,833000,115833000,4471,26,115,833000,0.02
2736,231,26,115,830600,115830600,2947,26,115,830600,0.08
2737,41,26,115,830800,115830800,6867,26,115,830800,0.01
2738,176,26,115,831900,115831900,1376,26,115,831900,0.13
2739,13,26,115,832200,115832200,1780,26,115,832200,0.01
2740,197,26,115,832500,115832500,4485,26,115,832500,0.04
2741,0,26,115,832700,115832700,2687,26,115,832700,0.0
2742,29,26,115,832900,115832900,4403,26,115,832900,0.01
2743,96,26,115,833300,115833300,6488,26,115,833300,0.01
2744,0,26,115,830900,115830900,2535,26,115,830900,0.0
2745,3,26,115,831600,115831600,3162,26,115,831600,0.0
2746,58,26,115,831700,115831700,3924,26,115,831700,0.01
2747,18,26,115,832000,115832000,1597,26,115,832000,0.01
2748,2,26,163,583600,163583600,2596,26,163,583600,0.0
2749,863,26,163,583800,163583800,4754,26,163,583800,0.18
2750,100,26,163,586300,163586300,2031,26,163,586300,0.05
2751,537,26,163,590400,163590400,7137,26,163,590400,0.08
2752,95,26,163,590500,163590500,6355,26,163,590500,0.01
2753,734,26,163,591800,163591800,5919,26,163,591800,0.12
2754,1939,26,163,513900,163513900,2028,26,163,513900,0.96
2755,1836,26,163,506200,163506200,1916,26,163,506200,0.96
2756,3344,26,163,506900,163506900,3525,26,163,506900,0.95
2757,521,26,163,510400,163510400,521,26,163,510400,1.0
2758,2498,26,163,514100,163514100,2609,26,163,514100,0.96
2759,1324,26,163,515600,163515600,1450,26,163,515600,0.91
2760,610,26,163,516300,163516300,768,26,163,516300,0.79
2761,590,26,163,521100,163521100,1905,26,163,521100,0.31
2762,601,26,163,521300,163521300,1050,26,163,521300,0.57
2763,326,26,163,522200,163522200,415,26,163,522200,0.79
2764,3407,26,163,530200,163530200,4241,26,163,530200,0.8
2765,856,26,163,531300,163531300,916,26,163,531300,0.93
2766,1289,26,163,531800,163531800,1374,26,163,531800,0.94
2767,1985,26,163,554100,163554100,4040,26,163,554100,0.49
2768,280,26,163,556100,163556100,3430,26,163,556100,0.08
2769,176,26,163,556900,163556900,3868,26,163,556900,0.05
2770,46,26,163,558800,163558800,2522,26,163,558800,0.02
2771,82,26,163,562300,163562300,2212,26,163,562300,0.04
2772,597,26,163,567100,163567100,3615,26,163,567100,0.17
2773,1103,26,163,563200,163563200,3220,26,163,563200,0.34
2774,132,26,163,563900,163563900,2343,26,163,563900,0.06
2775,452,26,163,566600,163566600,2001,26,163,566600,0.23
2776,195,26,163,568200,163568200,3966,26,163,568200,0.05
2777,59,26,163,569700,163569700,4430,26,163,569700,0.01
2778,50,26,163,575100,163575100,2208,26,163,575100,0.02
2779,31,26,163,580800,163580800,1366,26,163,580800,0.02
2780,513,26,163,581600,163581600,5916,26,163,581600,0.09
2781,120,26,163,583200,163583200,2267,26,163,583200,0.05
2782,2738,26,163,546000,163546000,3135,26,163,546000,0.87
2783,1285,26,163,546400,163546400,1336,26,163,546400,0.96
2784,1603,26,163,501200,163501200,1643,26,163,501200,0.98
2785,2944,26,163,503100,163503100,3168,26,163,503100,0.93
2786,2222,26,163,503200,163503200,2471,26,163,503200,0.9
2787,950,26,163,503400,163503400,1047,26,163,503400,0.91
2788,2948,26,163,505200,163505200,3096,26,163,505200,0.95
2789,3625,26,163,506800,163506800,3938,26,163,506800,0.92
2790,112,26,163,557300,163557300,2204,26,163,557300,0.05
2791,434,26,163,557000,163557000,3209,26,163,557000,0.14
2792,184,26,163,558400,163558400,3896,26,163,558400,0.05
2793,39,26,163,558900,163558900,1770,26,163,558900,0.02
2794,69,26,163,559200,163559200,2140,26,163,559200,0.03
2795,2,26,163,561600,163561600,3895,26,163,561600,0.0
2796,234,26,163,563800,163563800,3097,26,163,563800,0.08
2797,442,26,163,591700,163591700,6660,26,163,591700,0.07
2798,9,26,163,594300,163594300,3103,26,163,594300,0.0
2799,34,26,163,594400,163594400,2611,26,163,594400,0.01
2800,822,26,049,002800,049002800,2752,26,049,002800,0.3
2801,318,26,049,003800,049003800,1354,26,049,003800,0.23
2802,0,26,049,010604,049010604,2673,26,049,010604,0.0
2803,1742,26,049,001300,049001300,2701,26,049,001300,0.64
2804,786,26,049,002400,049002400,3216,26,049,002400,0.24
2805,1277,26,049,002900,049002900,2095,26,049,002900,0.61
2806,1988,26,049,003200,049003200,2116,26,049,003200,0.94
2807,1327,26,049,003600,049003600,6184,26,049,003600,0.21
2808,16,26,139,022106,139022106,3734,26,139,022106,0.0
2809,0,26,139,022107,139022107,1312,26,139,022107,0.0
2810,61,26,139,022108,139022108,6133,26,139,022108,0.01
2811,344,26,139,022203,139022203,9776,26,139,022203,0.04
2812,61,26,139,022206,139022206,4648,26,139,022206,0.01
